problem,metric,higher_is_better,lhs_algorithm,lhs_label,rhs_algorithm,rhs_label,n_common_seeds,lhs_mean,lhs_median,rhs_mean,rhs_median,delta_mean,delta_median,lhs_seed_wins,seed_ties,rhs_seed_wins,lhs_both_metric_seed_wins,both_metric_seed_ties_or_mixed,rhs_both_metric_seed_wins,wilcoxon_p_value_raw,wilcoxon_p_value_holm,wilcoxon_significant_alpha
zcat10,igd_plus,False,gces,gces,gces_nogeo,gces-noGeo,21,0.0037230398286117903,0.0033918634644695056,0.0036170420310730274,0.003440514955902749,0.00010599779753876293,-4.865149143324331e-05,8,0,13,6,7,8,0.37372493743896484,1.0,False
zcat11,hypervolume,True,gces,gces,nsgaii,nsgaii,21,0.9907404083811172,0.9907278016383191,0.9886834601809943,0.9887252165981997,0.002056948200122921,0.002002585040119409,21,0,0,21,0,0,9.5367431640625e-07,9.5367431640625e-05,True
zcat11,igd_plus,False,gces,gces,nsgaii,nsgaii,21,0.004279807705024112,0.004304082664368474,0.0053418460467308405,0.005266336130421329,-0.0010620383417067284,-0.0009622534660528549,21,0,0,21,0,0,9.5367431640625e-07,9.5367431640625e-05,True
zcat11,hypervolume,True,gces_nocomp,gces-noComp,nsgaii,nsgaii,21,0.9917246128948611,0.9917333166412403,0.9886834601809943,0.9887252165981997,0.003041152713866846,0.00300810004304064,21,0,0,21,0,0,9.5367431640625e-07,9.5367431640625e-05,True
zcat11,igd_plus,False,gces_nocomp,gces-noComp,nsgaii,nsgaii,21,0.003931346048424869,0.003917358336501958,0.0053418460467308405,0.005266336130421329,-0.0014104999983059717,-0.0013489777939193707,21,0,0,21,0,0,9.5367431640625e-07,9.5367431640625e-05,True
zcat11,hypervolume,True,gces_nogeo,gces-noGeo,nsgaii,nsgaii,21,0.9906336762850162,0.9906337349674758,0.9886834601809943,0.9887252165981997,0.0019502161040219068,0.0019085183692760799,21,0,0,21,0,0,9.5367431640625e-07,9.5367431640625e-05,True
zcat11,igd_plus,False,gces_nogeo,gces-noGeo,nsgaii,nsgaii,21,0.004335679447546295,0.004330787639735565,0.0053418460467308405,0.005266336130421329,-0.001006166599184545,-0.0009355484906857642,21,0,0,21,0,0,9.5367431640625e-07,9.5367431640625e-05,True
zcat11,hypervolume,True,gces,gces,gces_nocomp,gces-noComp,21,0.9907404083811172,0.9907278016383191,0.9917246128948611,0.9917333166412403,-0.0009842045137439248,-0.0010055150029212312,3,0,18,3,0,18,8.392333984375e-05,0.0035247802734375,True
zcat11,igd_plus,False,gces,gces,gces_nocomp,gces-noComp,21,0.004279807705024112,0.004304082664368474,0.003931346048424869,0.003917358336501958,0.0003484616565992433,0.0003867243278665158,3,0,18,3,0,18,8.392333984375e-05,0.00495147705078125,True
zcat11,hypervolume,True,gces,gces,gces_nogeo,gces-noGeo,21,0.9907404083811172,0.9907278016383191,0.9906336762850162,0.9906337349674758,0.0001067320961010143,9.406667084332909e-05,12,0,9,11,2,8,0.45236778259277344,1.0,False
zcat11,igd_plus,False,gces,gces,gces_nogeo,gces-noGeo,21,0.004279807705024112,0.004304082664368474,0.004335679447546295,0.004330787639735565,-5.587174252218337e-05,-2.6704975367090704e-05,12,0,9,11,2,8,0.45236778259277344,1.0,False
zcat12,hypervolume,True,gces,gces,nsgaii,nsgaii,21,0.988215207371604,0.9905167775427358,0.9883459546172098,0.9884279030613075,-0.0001307472456058001,0.00208887448142836,20,0,1,20,0,1,0.00042629241943359375,0.016199111938476562,True
zcat12,igd_plus,False,gces,gces,nsgaii,nsgaii,21,0.012442126656797578,0.004442348539483393,0.00547669065354034,0.005506940668152715,0.0069654360032572376,-0.0010645921286693213,20,0,1,20,0,1,0.00042629241943359375,0.02259349822998047,True
