problem,problem_label,n_var,n_obj,algorithm,algorithm_base,engine,seed,evaluations,time_ms,hv,indicator_igd_plus,archive_subset_hv,archive_subset_igd_plus,archive_mode,archive_execution_mode,archive_survival_path,archive_size,archive_subset_size,hybrid_status,hybrid_fallback_reason,hybrid_split_front_mode,hybrid_split_front_reason,hybrid_generations,hybrid_archive_reference_generations,hybrid_local_only_generations,hybrid_no_split_generations,output_dir
dtlz2,DTLZ2,11,2,nsgaii_archive_off,nsgaii,numpy,3,16000,9511.503115000096,4.36197615392891,0.5931318258312926,,,off,standard,standard,0,0,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_off/DTLZ2/nsgaii/numpy/seed_3
dtlz2,DTLZ2,11,2,nsgaii_archive_off,nsgaii,numpy,4,16000,9393.45002899995,4.361527882455378,0.5931533166309448,,,off,standard,standard,0,0,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_off/DTLZ2/nsgaii/numpy/seed_4
dtlz2,DTLZ2,11,2,nsgaii_archive_off,nsgaii,numpy,5,16000,9385.469539000042,4.361293197434392,0.5931198127653775,,,off,standard,standard,0,0,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_off/DTLZ2/nsgaii/numpy/seed_5
dtlz2,DTLZ2,11,2,nsgaii_archive_off,nsgaii,numpy,6,16000,9449.065736999955,4.361985777822887,0.5931684840413054,,,off,standard,standard,0,0,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_off/DTLZ2/nsgaii/numpy/seed_6
dtlz2,DTLZ2,11,2,nsgaii_archive_off,nsgaii,numpy,7,16000,9351.738479000005,4.36178672038534,0.5931442198897589,,,off,standard,standard,0,0,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_off/DTLZ2/nsgaii/numpy/seed_7
dtlz2,DTLZ2,11,2,nsgaii_archive_off,nsgaii,numpy,8,16000,9382.984718999978,4.361607245978493,0.5932163417920686,,,off,standard,standard,0,0,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_off/DTLZ2/nsgaii/numpy/seed_8
dtlz2,DTLZ2,11,2,nsgaii_archive_off,nsgaii,numpy,9,16000,9254.819159000135,4.3612873533328,0.5931814237271843,,,off,standard,standard,0,0,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_off/DTLZ2/nsgaii/numpy/seed_9
dtlz2,DTLZ2,11,2,nsgaii_archive_passive,nsgaii,numpy,0,16000,9590.896505999808,4.361182446822016,0.5931779034560724,4.362976504115996,0.5931717765428245,passive,passive_archive,standard,1462,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ2/nsgaii/numpy/seed_0
dtlz2,DTLZ2,11,2,nsgaii_archive_passive,nsgaii,numpy,1,16000,9603.291474999878,4.361792180102566,0.5931716169972531,4.362778192355216,0.5931984436416179,passive,passive_archive,standard,1480,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ2/nsgaii/numpy/seed_1
dtlz2,DTLZ2,11,2,nsgaii_archive_passive,nsgaii,numpy,2,16000,9620.213361000197,4.361875449122452,0.5931527816147935,4.3630083391415315,0.593142408680503,passive,passive_archive,standard,1440,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ2/nsgaii/numpy/seed_2
dtlz2,DTLZ2,11,2,nsgaii_archive_passive,nsgaii,numpy,3,16000,9644.376083999987,4.36197615392891,0.5931318258312926,4.36271490335927,0.5931791081905677,passive,passive_archive,standard,1480,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ2/nsgaii/numpy/seed_3
dtlz2,DTLZ2,11,2,nsgaii_archive_passive,nsgaii,numpy,4,16000,9771.634331000087,4.361527882455378,0.5931533166309448,4.363085967050167,0.5931625531099219,passive,passive_archive,standard,1500,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ2/nsgaii/numpy/seed_4
dtlz2,DTLZ2,11,2,nsgaii_archive_passive,nsgaii,numpy,5,16000,9840.136879000056,4.361293197434392,0.5931198127653775,4.36309726742996,0.593123616980022,passive,passive_archive,standard,1511,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ2/nsgaii/numpy/seed_5
dtlz2,DTLZ2,11,2,nsgaii_archive_passive,nsgaii,numpy,6,16000,9919.648259000041,4.361985777822887,0.5931684840413054,4.36302366262653,0.5931492662354143,passive,passive_archive,standard,1502,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ2/nsgaii/numpy/seed_6
dtlz2,DTLZ2,11,2,nsgaii_archive_passive,nsgaii,numpy,7,16000,9764.737694999894,4.36178672038534,0.5931442198897589,4.363052060024953,0.5931223671449737,passive,passive_archive,standard,1551,80,inactive,,inactive,,0,0,0,0,/home/nico/Documents/GitHub/VAMOS/results/archive_family_pilot_core/NSGAII_archive_family_DTLZ/raw_runs/NSGAII_archive_family_DTLZ/nsgaii_archive_passive/DTLZ2/nsgaii/numpy/seed_7
