suite,problem,algorithm,engine,seed,metric,value,n_var,n_obj
NSGAII_archive_family_DTLZ,dtlz2,nsgaii_archive_hybrid,numpy,6,archive_subset_igd_plus,0.5931153473460559,11,2
NSGAII_archive_family_DTLZ,dtlz2,nsgaii_archive_hybrid,numpy,7,hv,4.359678796551656,11,2
NSGAII_archive_family_DTLZ,dtlz2,nsgaii_archive_hybrid,numpy,7,igd_plus,0.5933152404008611,11,2
NSGAII_archive_family_DTLZ,dtlz2,nsgaii_archive_hybrid,numpy,7,archive_subset_hv,4.362859965524618,11,2
NSGAII_archive_family_DTLZ,dtlz2,nsgaii_archive_hybrid,numpy,7,archive_subset_igd_plus,0.5932217365652519,11,2
NSGAII_archive_family_DTLZ,dtlz2,nsgaii_archive_hybrid,numpy,8,hv,4.359039988179527,11,2
NSGAII_archive_family_DTLZ,dtlz2,nsgaii_archive_hybrid,numpy,8,igd_plus,0.5935280011963108,11,2
NSGAII_archive_family_DTLZ,dtlz2,nsgaii_archive_hybrid,numpy,8,archive_subset_hv,4.362960927363882,11,2
NSGAII_archive_family_DTLZ,dtlz2,nsgaii_archive_hybrid,numpy,8,archive_subset_igd_plus,0.5932072624507769,11,2
NSGAII_archive_family_DTLZ,dtlz2,nsgaii_archive_hybrid,numpy,9,hv,4.360580038105089,11,2
NSGAII_archive_family_DTLZ,dtlz2,nsgaii_archive_hybrid,numpy,9,igd_plus,0.5933040792908257,11,2
NSGAII_archive_family_DTLZ,dtlz2,nsgaii_archive_hybrid,numpy,9,archive_subset_hv,4.363066674564985,11,2
NSGAII_archive_family_DTLZ,dtlz2,nsgaii_archive_hybrid,numpy,9,archive_subset_igd_plus,0.5931655495249554,11,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,0,hv,1.5125789487179409,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,0,igd_plus,2.152489397622092,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,1,hv,1.5119815156319147,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,1,igd_plus,2.1527012647676838,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,2,hv,1.5125908760768394,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,2,igd_plus,2.152889742320986,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,3,hv,1.5122171073794024,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,3,igd_plus,2.152666516195595,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,4,hv,1.5126451526796303,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,4,igd_plus,2.152254892259233,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,5,hv,1.5126162723295953,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,5,igd_plus,2.1521969621516823,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,6,hv,1.5120749047344533,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,6,igd_plus,2.1529668665790047,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,7,hv,1.5123986684790605,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,7,igd_plus,2.1524758490171374,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,8,hv,1.5123854286485965,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,8,igd_plus,2.15271446416319,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,9,hv,1.5127107780246736,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_off,numpy,9,igd_plus,2.152667699250269,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_passive,numpy,0,hv,1.5125789487179409,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_passive,numpy,0,igd_plus,2.152489397622092,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_passive,numpy,0,archive_subset_hv,1.5132714230222988,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_passive,numpy,0,archive_subset_igd_plus,2.15285478205814,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_passive,numpy,1,hv,1.5119815156319147,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_passive,numpy,1,igd_plus,2.1527012647676838,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_passive,numpy,1,archive_subset_hv,1.5131899572168035,21,2
NSGAII_archive_family_DTLZ,dtlz7,nsgaii_archive_passive,numpy,1,archive_subset_igd_plus,2.1527012647676838,21,2
