suite,host,variant,component,component_group,n_runs,mean_time_ms,median_time_ms,mean_share_of_total_runtime,median_share_of_total_runtime
anchor,nsgaii,adaptive_flat_parameter,policy_update_time,control,15,0.18643333266178766,0.177699992491398,0.004568870335839034,0.004512935452547279
anchor,nsgaii,adaptive_flat_parameter,decode_time,control,15,0.9882666675063471,0.959899989538826,0.02409480672478519,0.023833938936547047
anchor,nsgaii,adaptive_flat_parameter,trace_time,control,15,0.0497333380432489,0.04149999585933983,0.0012613690356508358,0.0009964730273774123
anchor,nsgaii,adaptive_flat_parameter,variation_time,host,15,4.9996066581419045,4.726999992271885,0.12079179193011876,0.12213717952835403
anchor,nsgaii,adaptive_flat_parameter,evaluation_time,host,15,0.6769000019024437,0.6681999875581823,0.01690045759461328,0.016308677196177502
anchor,nsgaii,adaptive_flat_parameter,survival_time,host,15,11.107299998305583,11.708500016538892,0.2692565740899153,0.26356787086132244
anchor,nsgaii,adaptive_flat_parameter,control_total,control,15,1.6935866685040917,1.6511999929207377,0.041358521672228116,0.040490288417019425
anchor,nsgaii,adaptive_flat_parameter,host_pipeline_total,host,15,16.78380665834993,16.839600008097477,0.4069488236146474,0.408750765636842
anchor,nsgaii,adaptive_hierarchical_joint,start_step_time,control,15,0.026446665773012985,0.026600013370625675,0.0006597865073709931,0.000645448232890032
anchor,nsgaii,adaptive_hierarchical_joint,router_time,control,15,0.012233331411456069,0.01189999602502212,0.0003057173848493749,0.0002938864879847795
anchor,nsgaii,adaptive_hierarchical_joint,policy_select_time,control,15,0.5768533286754973,0.5573000089498237,0.014429501255211419,0.013503798737274435
anchor,nsgaii,adaptive_hierarchical_joint,policy_update_time,control,15,0.1975266718848919,0.1939000067068264,0.004932664483062653,0.0050171792565769455
anchor,nsgaii,adaptive_hierarchical_joint,decode_time,control,15,0.9940466683474369,1.0236000089207664,0.02487437387455679,0.024732833057347182
anchor,nsgaii,adaptive_hierarchical_joint,trace_time,control,15,0.04708000196842477,0.04260000423528254,0.0011857700119191604,0.001040620940614419
anchor,nsgaii,adaptive_hierarchical_joint,variation_time,host,15,3.6489066692107976,3.6545000039041042,0.09118645693237741,0.09010728560207477
anchor,nsgaii,adaptive_hierarchical_joint,evaluation_time,host,15,0.6875666615087539,0.7582000180264004,0.01736738617872842,0.01732023717744333
anchor,nsgaii,adaptive_hierarchical_joint,survival_time,host,15,11.483653334532088,10.663499997463077,0.28389117559730104,0.28281250663018404
anchor,nsgaii,adaptive_hierarchical_joint,control_total,control,15,1.85418666806072,1.9259000036981888,0.0463878135169704,0.044846074318191674
anchor,nsgaii,adaptive_hierarchical_joint,host_pipeline_total,host,15,15.82012666525164,15.322399987780955,0.39244501870840687,0.3970204514386196
anchor,nsgaii,adaptive_hierarchical_joint_fixed_family_de,start_step_time,control,15,0.027666664391290396,0.027299989596940577,0.0006749078412544228,0.0006697883195063598
anchor,nsgaii,adaptive_hierarchical_joint_fixed_family_de,router_time,control,15,0.014626664051320404,0.014100012776907533,0.00035436054106984633,0.0003608291611929455
anchor,nsgaii,adaptive_hierarchical_joint_fixed_family_de,policy_select_time,control,15,0.4559799989995857,0.4445000013220124,0.011151111235618941,0.01101387382464146
anchor,nsgaii,adaptive_hierarchical_joint_fixed_family_de,policy_update_time,control,15,0.19139333550507823,0.1897000111057423,0.0046971318783965545,0.00462516265810274
